detected,cx_px,cy_px,cx_norm,cy_norm,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,frame,timestamp
True,445.52,220.02,0.747521,0.654825,418.08,160.56,472.97,279.48,0.3752,140,4.6713
True,447.27,184.39,0.750458,0.548769,420.35,128.06,474.2,240.71,0.5956,141,4.7047
True,406.29,126.09,0.681701,0.375281,348.61,83.14,463.97,169.05,0.6318,142,4.7381
True,398.81,96.13,0.669145,0.286104,340.0,49.35,457.63,142.91,0.7964,143,4.7714
True,345.06,74.0,0.578961,0.22023,312.92,35.2,377.2,112.8,0.4314,144,4.8048
False,,,,,,,,,0.0,145,4.8382
False,,,,,,,,,0.0,146,4.8715
True,299.63,144.5,0.502742,0.430069,242.81,69.62,356.46,219.39,0.5199,147,4.9049
False,,,,,,,,,0.0,148,4.9383
False,,,,,,,,,0.0,149,4.9716
False,,,,,,,,,0.0,150,5.005
False,,,,,,,,,0.0,151,5.0384
False,,,,,,,,,0.0,152,5.0717
False,,,,,,,,,0.0,153,5.1051
False,,,,,,,,,0.0,154,5.1385
False,,,,,,,,,0.0,155,5.1718
False,,,,,,,,,0.0,156,5.2052
False,,,,,,,,,0.0,157,5.2386
False,,,,,,,,,0.0,158,5.2719
False,,,,,,,,,0.0,159,5.3053
False,,,,,,,,,0.0,160,5.3387
False,,,,,,,,,0.0,161,5.372
False,,,,,,,,,0.0,162,5.4054
False,,,,,,,,,0.0,163,5.4388
False,,,,,,,,,0.0,164,5.4721
False,,,,,,,,,0.0,165,5.5055
False,,,,,,,,,0.0,166,5.5389
False,,,,,,,,,0.0,167,5.5722
False,,,,,,,,,0.0,168,5.6056
False,,,,,,,,,0.0,169,5.639
False,,,,,,,,,0.0,170,5.6723
False,,,,,,,,,0.0,171,5.7057
False,,,,,,,,,0.0,172,5.7391
False,,,,,,,,,0.0,173,5.7724
False,,,,,,,,,0.0,174,5.8058
False,,,,,,,,,0.0,175,5.8392
False,,,,,,,,,0.0,176,5.8725
False,,,,,,,,,0.0,177,5.9059
False,,,,,,,,,0.0,178,5.9393
False,,,,,,,,,0.0,179,5.9726
False,,,,,,,,,0.0,180,6.006
False,,,,,,,,,0.0,181,6.0394
False,,,,,,,,,0.0,182,6.0727
False,,,,,,,,,0.0,183,6.1061
False,,,,,,,,,0.0,184,6.1395
False,,,,,,,,,0.0,185,6.1728
False,,,,,,,,,0.0,186,6.2062
False,,,,,,,,,0.0,187,6.2396
False,,,,,,,,,0.0,188,6.2729
False,,,,,,,,,0.0,189,6.3063
False,,,,,,,,,0.0,190,6.3397
