detected,cx_px,cy_px,cx_norm,cy_norm,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,frame,timestamp,tip_x,tip_y
True,837.55,553.53,0.436224,0.512526,725.03,458.23,950.06,648.83,0.6678,56,1.8667,837.0,458.0
True,845.07,549.38,0.440142,0.508682,738.7,459.68,951.44,639.07,0.6399,57,1.9,845.0,459.0
True,849.31,553.53,0.442348,0.512532,744.35,470.24,954.27,636.83,0.6877,58,1.9333,849.0,470.0
True,872.38,549.15,0.454364,0.50847,762.52,463.13,982.24,635.17,0.6773,59,1.9667,872.0,463.0
True,876.03,552.69,0.456263,0.511747,771.9,473.4,980.15,631.98,0.7394,60,2.0,876.0,473.0
True,881.87,544.3,0.459308,0.503985,774.27,455.77,989.47,632.84,0.6924,61,2.0333,881.0,455.0
True,892.39,540.88,0.464789,0.500813,783.6,455.33,1001.19,626.42,0.6193,62,2.0667,892.0,455.0
True,906.22,532.86,0.47199,0.493387,791.58,444.55,1020.86,621.17,0.6578,63,2.1,906.0,444.0
True,913.51,538.84,0.475785,0.498925,801.59,450.94,1025.43,626.73,0.6395,64,2.1333,913.0,450.0
True,921.28,527.84,0.479832,0.488742,809.38,437.59,1033.17,618.09,0.6769,65,2.1667,921.0,437.0
True,924.8,528.86,0.481667,0.489686,815.88,444.63,1033.72,613.09,0.7015,66,2.2,924.0,444.0
True,935.22,522.78,0.487094,0.48406,827.82,433.67,1042.62,611.9,0.7477,67,2.2333,935.0,433.0
True,935.59,528.85,0.487287,0.489677,828.68,438.92,1042.5,618.78,0.6864,68,2.2667,935.0,438.0
True,947.09,530.96,0.493275,0.491633,841.96,445.23,1052.21,616.7,0.6435,69,2.3,947.0,445.0
True,962.44,528.54,0.501272,0.489391,856.03,444.71,1068.85,612.38,0.6917,70,2.3333,962.0,444.0
True,969.16,521.72,0.50477,0.48307,864.88,435.87,1073.43,607.57,0.7365,71,2.3667,969.0,435.0
True,982.84,521.44,0.511897,0.482811,879.02,436.92,1086.66,605.95,0.7389,72,2.4,982.0,436.0
True,986.42,523.47,0.51376,0.484698,882.3,438.04,1090.54,608.91,0.7323,73,2.4333,986.0,438.0
True,1001.39,520.44,0.521558,0.481885,893.07,437.18,1109.71,603.69,0.7033,74,2.4667,1001.0,437.0
True,1015.65,520.06,0.528985,0.481536,906.17,438.03,1125.13,602.08,0.6847,75,2.5,1015.0,438.0
True,1017.76,515.36,0.530082,0.477187,908.26,430.39,1127.25,600.34,0.7633,76,2.5333,1017.0,430.0
True,1022.32,516.1,0.532458,0.477866,915.39,433.86,1129.25,598.33,0.735,77,2.5667,1022.0,433.0
True,1034.49,514.66,0.538795,0.476534,933.21,436.43,1135.76,592.89,0.7632,78,2.6,1034.0,436.0
True,1039.81,515.24,0.541567,0.47707,939.48,437.31,1140.14,593.16,0.7367,79,2.6333,1039.0,437.0
True,1055.42,512.76,0.549696,0.47478,957.69,434.53,1153.14,591.0,0.7277,80,2.6667,1055.0,434.0
True,1062.44,510.39,0.553352,0.472583,959.4,432.77,1165.48,588.01,0.7732,81,2.7,1062.0,432.0
True,1067.87,511.4,0.556182,0.473517,966.67,433.12,1169.07,589.67,0.7666,82,2.7333,1067.0,433.0
True,1082.68,507.67,0.563893,0.470061,986.52,430.47,1178.83,584.87,0.7829,83,2.7667,1082.0,430.0
True,1086.68,506.58,0.565978,0.469054,993.99,430.54,1179.36,582.62,0.7854,84,2.8,1086.0,430.0
True,1100.31,511.02,0.573079,0.473164,1001.93,437.11,1198.7,584.93,0.7367,85,2.8333,1100.0,437.0
True,1108.62,510.08,0.577409,0.472293,1012.71,434.42,1204.54,585.73,0.7464,86,2.8667,1108.0,434.0
True,1118.1,500.18,0.582343,0.463129,1017.75,419.71,1218.44,580.65,0.7143,87,2.9,1118.0,419.0
True,1129.13,505.19,0.58809,0.467772,1027.84,427.29,1230.43,583.1,0.7353,88,2.9333,1129.0,427.0
True,1140.13,501.01,0.593818,0.463898,1044.37,427.39,1235.89,574.63,0.7585,89,2.9667,1140.0,427.0
True,1157.96,503.93,0.603104,0.466604,1060.11,431.63,1255.81,576.23,0.7883,90,3.0,1157.0,431.0
True,1157.55,493.49,0.602893,0.456931,1061.85,420.71,1253.25,566.26,0.7495,91,3.0333,1157.0,420.0
True,1169.17,496.98,0.608943,0.460169,1070.37,423.71,1267.97,570.25,0.6913,92,3.0667,1169.0,423.0
True,1178.49,495.77,0.613796,0.459046,1082.43,423.13,1274.55,568.41,0.761,93,3.1,1178.0,423.0
True,1179.64,489.32,0.614394,0.453078,1077.38,408.28,1281.89,570.37,0.7369,94,3.1333,1179.0,408.0
True,1191.43,489.28,0.620535,0.453041,1097.32,412.98,1285.54,565.59,0.7039,95,3.1667,1191.0,412.0
True,1207.73,487.04,0.629026,0.450959,1106.62,411.45,1308.84,562.62,0.7369,96,3.2,1207.0,411.0
True,1211.27,494.56,0.63087,0.45793,1115.54,421.85,1307.0,567.28,0.7629,97,3.2333,1211.0,421.0
True,1225.29,486.76,0.638174,0.450704,1127.64,409.86,1322.95,563.66,0.7506,98,3.2667,1225.0,409.0
True,1234.61,486.47,0.643024,0.450437,1142.39,411.32,1326.83,561.63,0.739,99,3.3,1234.0,411.0
True,1234.34,492.05,0.642886,0.455601,1138.02,420.34,1330.66,563.76,0.7192,100,3.3333,1234.0,420.0
True,1256.91,483.08,0.654638,0.447297,1156.51,405.66,1357.3,560.5,0.7497,101,3.3667,1256.0,405.0
True,1265.87,485.41,0.659309,0.449456,1169.52,408.94,1362.22,561.88,0.7157,102,3.4,1265.0,408.0
True,1271.45,481.59,0.662216,0.445915,1170.75,403.09,1372.16,560.08,0.7345,103,3.4333,1271.0,403.0
True,1280.32,480.5,0.666831,0.444909,1181.31,400.61,1379.33,560.4,0.7275,104,3.4667,1280.0,400.0
True,1069.43,865.0,0.556993,0.800927,969.61,786.97,1169.24,943.03,0.6253,105,3.5,1069.0,786.0
False,,,,,,,,,0.0,106,3.5333,,
False,,,,,,,,,0.0,107,3.5667,,
False,,,,,,,,,0.0,108,3.6,,
