detected,cx_px,cy_px,cx_norm,cy_norm,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,frame,timestamp
True,1026.62,487.28,0.5347,0.451185,953.96,322.48,1099.29,652.08,0.7503,150,6.0
True,1027.98,487.21,0.535407,0.45112,953.73,324.02,1102.23,650.4,0.7773,151,6.04
True,1028.01,487.46,0.535423,0.451356,953.7,326.08,1102.33,648.85,0.7797,152,6.08
True,1028.39,486.65,0.53562,0.4506,954.51,326.22,1102.27,647.07,0.782,153,6.12
True,1029.33,485.24,0.536109,0.449292,954.68,325.6,1103.98,644.87,0.7759,154,6.16
True,1029.95,484.22,0.536431,0.44835,955.98,326.24,1103.91,642.19,0.7635,155,6.2
True,1030.95,480.85,0.536955,0.445229,957.02,325.48,1104.88,636.22,0.7564,156,6.24
True,1031.4,481.03,0.53719,0.445397,957.11,326.93,1105.7,635.13,0.7489,157,6.28
True,1030.82,480.8,0.536884,0.445182,957.35,327.77,1104.28,633.82,0.7612,158,6.32
True,1031.59,479.36,0.537285,0.443853,957.38,327.64,1105.79,631.09,0.7516,159,6.36
True,1032.07,478.95,0.537538,0.443471,957.26,326.54,1106.89,631.35,0.7442,160,6.4
True,1031.89,478.46,0.537441,0.443018,957.31,325.82,1106.46,631.1,0.7531,161,6.44
True,1032.02,479.55,0.537513,0.444023,957.25,326.01,1106.8,633.08,0.7615,162,6.48
True,1032.05,479.67,0.537523,0.444138,956.94,325.56,1107.15,633.78,0.7611,163,6.52
True,1031.94,479.89,0.537469,0.444339,956.77,324.85,1107.11,634.92,0.7522,164,6.56
True,1032.61,479.38,0.537819,0.443872,956.49,323.34,1108.73,635.43,0.7495,165,6.6
True,1032.91,478.1,0.537976,0.442681,956.02,320.73,1109.81,635.46,0.7544,166,6.64
True,1033.25,476.51,0.538151,0.441213,955.4,317.2,1111.1,635.82,0.7549,167,6.68
True,1033.24,476.61,0.538147,0.441305,954.82,315.59,1111.66,637.63,0.7457,168,6.72
True,1033.21,475.36,0.538128,0.440144,954.26,313.78,1112.16,636.93,0.7416,169,6.76
True,1033.09,474.67,0.53807,0.439507,953.88,313.08,1112.31,636.26,0.7159,170,6.8
True,1033.64,475.06,0.538354,0.439874,953.62,312.31,1113.66,637.81,0.723,171,6.84
True,1033.51,475.07,0.538288,0.439875,953.71,312.45,1113.31,637.68,0.7109,172,6.88
True,1034.21,475.24,0.538652,0.440041,953.89,312.7,1114.53,637.79,0.7119,173,6.92
True,1034.6,475.95,0.538854,0.440699,953.97,313.14,1115.23,638.77,0.7098,174,6.96
True,1034.79,476.56,0.538955,0.441259,953.55,312.53,1116.03,640.59,0.6967,175,7.0
True,1034.77,476.9,0.538944,0.441577,953.29,312.45,1116.25,641.36,0.7038,176,7.04
True,1034.19,475.8,0.538639,0.440556,952.92,312.4,1115.45,639.2,0.7068,177,7.08
True,1034.07,474.63,0.538576,0.439468,952.74,312.05,1115.4,637.21,0.6929,178,7.12
True,1034.07,474.56,0.538579,0.439408,953.17,311.72,1114.97,637.4,0.7221,179,7.16
True,1034.51,475.04,0.538808,0.439856,952.96,311.11,1116.07,638.98,0.7263,180,7.2
True,1033.47,475.77,0.538266,0.44053,953.41,311.96,1113.53,639.58,0.7255,181,7.24
True,1033.99,476.35,0.538539,0.441069,953.82,312.22,1114.17,640.49,0.7405,182,7.28
True,1034.05,475.56,0.53857,0.440332,954.41,312.3,1113.7,638.81,0.744,183,7.32
True,1033.81,476.33,0.538445,0.441046,955.62,315.1,1112.01,637.56,0.7037,184,7.36
True,1034.5,479.06,0.538803,0.443578,955.36,316.42,1113.64,641.71,0.6791,185,7.4
True,1037.19,479.64,0.540205,0.444113,954.8,315.73,1119.58,643.56,0.6279,186,7.44
True,1037.29,479.25,0.540253,0.443751,955.6,317.01,1118.97,641.5,0.6355,187,7.48
True,1037.39,478.51,0.540307,0.443062,955.28,315.77,1119.5,641.25,0.6335,188,7.52
True,1037.15,478.93,0.540184,0.443457,955.06,316.31,1119.25,641.55,0.6426,189,7.56
True,1035.93,481.84,0.539545,0.446149,955.37,323.01,1116.48,640.68,0.6521,190,7.6
True,1038.54,480.78,0.540905,0.445168,956.3,320.64,1120.77,640.92,0.6347,191,7.64
True,1043.58,482.09,0.543533,0.446378,956.88,323.01,1130.29,641.16,0.6585,192,7.68
True,1041.87,481.23,0.542643,0.445584,958.11,323.93,1125.64,638.53,0.6727,193,7.72
True,1037.5,480.96,0.540364,0.445334,957.84,324.45,1117.16,637.47,0.7366,194,7.76
True,1035.57,485.59,0.539359,0.449616,956.78,325.67,1114.36,645.5,0.6991,195,7.8
True,1031.69,487.12,0.537338,0.451039,954.12,326.82,1109.26,647.42,0.6755,196,7.84
True,1031.06,483.37,0.537011,0.447563,954.34,325.92,1107.79,640.81,0.6347,197,7.88
True,1030.87,486.75,0.536912,0.450696,953.57,325.19,1108.17,648.31,0.6794,198,7.92
True,1031.08,484.0,0.537019,0.448144,953.91,324.86,1108.24,643.13,0.6629,199,7.96
True,1031.32,481.51,0.537146,0.445845,954.3,325.27,1108.34,637.75,0.6317,200,8.0
True,1031.27,478.43,0.537121,0.442986,954.84,325.82,1107.71,631.03,0.5985,201,8.04
