detected,cx_px,cy_px,cx_norm,cy_norm,bbox_x1,bbox_y1,bbox_x2,bbox_y2,confidence,frame,timestamp,tip_x,tip_y
True,338.36,140.22,0.56771,0.417327,307.09,104.8,369.62,175.64,0.4821,86,2.8695,338.0,104.0
True,335.32,145.47,0.562619,0.43295,307.7,116.24,362.94,174.71,0.6563,87,2.9029,335.0,116.0
True,338.35,108.97,0.5677,0.32433,304.26,46.14,372.43,171.81,0.656,88,2.9363,338.0,46.0
True,340.1,104.17,0.57063,0.310028,303.2,36.01,376.99,172.33,0.6234,89,2.9696,340.0,36.0
True,338.1,109.68,0.567288,0.326417,303.99,46.57,372.21,172.79,0.6232,90,3.003,338.0,46.0
True,336.9,144.0,0.565261,0.428579,309.17,115.11,364.62,172.9,0.7258,91,3.0364,336.0,115.0
True,338.21,147.68,0.567467,0.439518,307.26,113.7,369.16,181.66,0.4572,92,3.0697,338.0,113.0
True,338.28,146.24,0.567586,0.435242,306.73,112.1,369.84,180.38,0.4514,93,3.1031,338.0,112.0
True,336.06,144.13,0.563864,0.428972,308.1,112.34,364.03,175.93,0.6772,94,3.1365,336.0,112.0
True,338.01,110.71,0.567122,0.329486,304.12,47.5,371.89,173.92,0.5728,95,3.1698,338.0,47.0
True,342.29,104.46,0.574316,0.310905,302.65,37.4,381.93,171.53,0.6486,96,3.2032,342.0,37.0
True,340.87,106.91,0.57193,0.318187,303.17,43.06,378.57,170.77,0.5901,97,3.2366,340.0,43.0
True,342.51,105.59,0.574675,0.314268,302.46,40.5,382.55,170.68,0.5786,98,3.2699,342.0,40.0
True,335.57,143.05,0.563032,0.425757,307.93,114.48,363.2,171.63,0.6413,99,3.3033,335.0,114.0
True,338.83,148.46,0.568512,0.441832,308.01,114.49,369.66,182.42,0.4979,100,3.3367,338.0,114.0
True,336.54,146.69,0.564671,0.436573,304.35,111.83,368.74,181.55,0.4971,101,3.37,336.0,111.0
True,335.91,143.28,0.563602,0.426443,306.7,110.19,365.12,176.38,0.7031,102,3.4034,335.0,110.0
True,337.59,110.65,0.566422,0.329322,301.51,49.02,373.67,172.28,0.518,103,3.4368,337.0,49.0
True,339.16,106.07,0.56906,0.315697,299.53,41.78,378.79,170.37,0.6227,104,3.4701,339.0,41.0
True,338.62,106.57,0.568158,0.317164,299.39,42.9,377.85,170.23,0.5993,105,3.5035,338.0,42.0
True,338.66,107.1,0.568227,0.318756,300.8,43.69,376.53,170.51,0.7014,106,3.5369,338.0,43.0
True,338.5,146.44,0.567959,0.435823,307.94,111.72,369.07,181.15,0.518,107,3.5702,338.0,111.0
True,338.57,145.11,0.568071,0.431888,306.41,108.15,370.73,182.08,0.4955,108,3.6036,338.0,108.0
True,334.17,141.96,0.560681,0.422494,303.44,104.33,364.89,179.59,0.5787,109,3.637,334.0,104.0
True,334.76,144.79,0.561677,0.43092,307.0,112.98,362.52,176.6,0.6397,110,3.6703,334.0,112.0
True,339.41,109.55,0.569477,0.32604,303.86,45.46,374.95,173.64,0.6112,111,3.7037,339.0,45.0
True,339.85,105.93,0.570214,0.315281,301.76,40.05,377.93,171.82,0.5896,112,3.7371,339.0,40.0
True,339.74,106.56,0.570037,0.317158,301.83,41.24,377.65,171.89,0.6454,113,3.7704,339.0,41.0
True,334.18,144.69,0.560698,0.430634,306.57,114.15,361.78,175.23,0.5684,114,3.8038,334.0,114.0
True,341.57,148.85,0.5731,0.443016,307.35,111.72,375.79,185.98,0.5013,115,3.8372,341.0,111.0
True,341.02,149.6,0.572187,0.445245,307.27,113.97,374.77,185.24,0.4391,116,3.8705,341.0,113.0
True,335.79,145.76,0.563405,0.4338,302.18,106.6,369.4,184.91,0.4866,117,3.9039,335.0,106.0
True,332.35,121.58,0.557641,0.361854,294.89,58.08,369.82,185.08,0.4611,118,3.9373,332.0,58.0
True,335.48,109.94,0.562881,0.327192,288.44,28.31,382.51,191.56,0.6327,119,3.9706,335.0,28.0
True,337.98,105.62,0.567075,0.314333,288.26,23.09,387.69,188.14,0.5582,120,4.004,337.0,23.0
True,331.27,171.38,0.55582,0.510065,310.21,149.21,352.33,193.56,0.4565,121,4.0374,331.0,149.0
True,332.69,159.93,0.558208,0.475992,301.76,124.4,363.62,195.47,0.5543,123,4.1041,332.0,124.0
True,331.7,167.83,0.556544,0.499487,308.94,142.21,354.46,193.44,0.3851,124,4.1375,331.0,142.0
True,332.54,170.17,0.557959,0.506446,310.92,146.9,354.17,193.43,0.5072,125,4.1708,332.0,146.0
True,332.53,170.46,0.557938,0.50732,310.91,147.34,354.15,193.58,0.4981,126,4.2042,332.0,147.0
True,332.47,170.3,0.557828,0.506855,310.72,147.1,354.21,193.5,0.4975,127,4.2376,332.0,147.0
True,332.5,170.14,0.557891,0.50638,310.73,146.77,354.27,193.52,0.4974,128,4.2709,332.0,146.0
True,334.8,104.93,0.561748,0.312281,284.53,0.0,385.08,209.85,0.3846,130,4.3377,334.0,0.0
True,331.61,171.46,0.556386,0.510288,310.15,149.11,353.06,193.8,0.5038,132,4.4044,331.0,149.0
True,331.64,171.69,0.556446,0.510992,310.48,149.55,352.8,193.84,0.4906,133,4.4378,331.0,149.0
True,331.7,171.65,0.556551,0.510854,310.52,149.47,352.89,193.83,0.493,134,4.4711,331.0,149.0
True,331.94,171.45,0.556947,0.510267,310.56,149.02,353.32,193.88,0.4785,135,4.5045,331.0,149.0
True,331.85,171.08,0.556798,0.509175,310.22,148.32,353.49,193.85,0.4827,136,4.5379,331.0,148.0
True,332.99,104.53,0.558707,0.31109,281.39,0.0,384.59,209.05,0.3193,137,4.5712,332.0,0.0
True,336.71,99.66,0.564945,0.296593,284.28,0.0,389.14,199.31,0.2686,138,4.6046,336.0,0.0
True,332.21,170.92,0.557404,0.508693,310.86,147.75,353.56,194.09,0.4098,139,4.638,332.0,147.0
